"","r_idx","ENZYME","SYMBOL","ENSEMBL","ENTREZID","met_lfc","met_pval","pathway"
"1",1,"5.4.2.4","BPGM","ENSG00000172331","669",-4.44089209850063e-16,1,"Glycolysis"
"2",1,"5.4.2.11",NA,NA,NA,-4.44089209850063e-16,1,"Glycolysis"
"3",1,"5.4.2.4","BPGM","ENSG00000172331","669",-4.44089209850063e-16,1,"Glycolysis"
"4",1,"5.4.2.11",NA,NA,NA,-4.44089209850063e-16,1,"Glycolysis"
"5",1,"5.4.2.11",NA,NA,NA,-4.44089209850063e-16,1,"Glycolysis"
"6",1,"5.4.2.11",NA,NA,NA,-4.44089209850063e-16,1,"Glycolysis"
"7",2,"5.4.2.4","BPGM","ENSG00000172331","669",-3.5527136788005e-15,1,"Glycolysis"
"8",2,"5.4.2.11",NA,NA,NA,-3.5527136788005e-15,1,"Glycolysis"
"9",2,"5.4.2.4","BPGM","ENSG00000172331","669",-3.5527136788005e-15,1,"Glycolysis"
"10",2,"5.4.2.11",NA,NA,NA,-3.5527136788005e-15,1,"Glycolysis"
"11",2,"5.4.2.11",NA,NA,NA,-3.5527136788005e-15,1,"Glycolysis"
"12",2,"5.4.2.11",NA,NA,NA,-3.5527136788005e-15,1,"Glycolysis"
"13",3,"3.1.3.13","BPGM","ENSG00000172331","669",-3.5527136788005e-15,1,"Glycolysis"
"14",4,"4.2.1.11","ENO1","ENSG00000074800","2023",0.0794061970531192,1,"Glycolysis"
"15",4,"4.2.1.11","ENO2","ENSG00000111674","2026",0.0794061970531192,1,"Glycolysis"
"16",4,"4.2.1.11","ENO3","ENSG00000108515","2027",0.0794061970531192,1,"Glycolysis"
"17",4,"4.2.1.11","ENO1","ENSG00000074800","2023",0.0794061970531192,1,"Glycolysis"
"18",4,"4.2.1.11","ENO2","ENSG00000111674","2026",0.0794061970531192,1,"Glycolysis"
"19",4,"4.2.1.11","ENO3","ENSG00000108515","2027",0.0794061970531192,1,"Glycolysis"
"20",5,"4.2.1.11","ENO1","ENSG00000074800","2023",-8.88178419700125e-16,1,"Glycolysis"
"21",5,"4.2.1.11","ENO2","ENSG00000111674","2026",-8.88178419700125e-16,1,"Glycolysis"
"22",5,"4.2.1.11","ENO3","ENSG00000108515","2027",-8.88178419700125e-16,1,"Glycolysis"
"23",5,"4.2.1.11","ENO1","ENSG00000074800","2023",-8.88178419700125e-16,1,"Glycolysis"
"24",5,"4.2.1.11","ENO2","ENSG00000111674","2026",-8.88178419700125e-16,1,"Glycolysis"
"25",5,"4.2.1.11","ENO3","ENSG00000108515","2027",-8.88178419700125e-16,1,"Glycolysis"
"26",6,"4.1.2.13","ALDOA","ENSG00000149925","226",0.322272690554819,0.65503876469712,"Glycolysis"
"27",6,"4.1.2.13","ALDOB","ENSG00000136872","229",0.322272690554819,0.65503876469712,"Glycolysis"
"28",6,"4.1.2.13","ALDOC","ENSG00000109107","230",0.322272690554819,0.65503876469712,"Glycolysis"
"29",6,"4.1.2.13","ALDOA","ENSG00000149925","226",0.322272690554819,0.65503876469712,"Glycolysis"
"30",6,"4.1.2.13","ALDOB","ENSG00000136872","229",0.322272690554819,0.65503876469712,"Glycolysis"
"31",6,"4.1.2.13","ALDOC","ENSG00000109107","230",0.322272690554819,0.65503876469712,"Glycolysis"
"32",7,"4.1.2.13","ALDOA","ENSG00000149925","226",0.304655058721655,0.598862882062521,"Glycolysis"
"33",7,"4.1.2.13","ALDOB","ENSG00000136872","229",0.304655058721655,0.598862882062521,"Glycolysis"
"34",7,"4.1.2.13","ALDOC","ENSG00000109107","230",0.304655058721655,0.598862882062521,"Glycolysis"
"35",7,"4.1.2.13","ALDOA","ENSG00000149925","226",0.304655058721655,0.598862882062521,"Glycolysis"
"36",7,"4.1.2.13","ALDOB","ENSG00000136872","229",0.304655058721655,0.598862882062521,"Glycolysis"
"37",7,"4.1.2.13","ALDOC","ENSG00000109107","230",0.304655058721655,0.598862882062521,"Glycolysis"
"38",8,"3.1.3.11","FBP1","ENSG00000165140","2203",0.322272690554819,0.65503876469712,"Glycolysis"
"39",8,"3.1.3.11","FBP2","ENSG00000130957","8789",0.322272690554819,0.65503876469712,"Glycolysis"
"40",9,"1.2.1.12","GAPDH","ENSG00000111640","2597",0.1282720208002,0.918260126933063,"Glycolysis"
"41",9,"1.2.1.12","GAPDHS","ENSG00000105679","26330",0.1282720208002,0.918260126933063,"Glycolysis"
"42",9,"1.2.1.59",NA,NA,NA,0.1282720208002,0.918260126933063,"Glycolysis"
"43",9,"1.2.1.12","GAPDH","ENSG00000111640","2597",0.1282720208002,0.918260126933063,"Glycolysis"
"44",9,"1.2.1.12","GAPDHS","ENSG00000105679","26330",0.1282720208002,0.918260126933063,"Glycolysis"
"45",9,"1.2.1.59",NA,NA,NA,0.1282720208002,0.918260126933063,"Glycolysis"
"46",10,"1.2.1.12","GAPDH","ENSG00000111640","2597",0,1,"Glycolysis"
"47",10,"1.2.1.12","GAPDHS","ENSG00000105679","26330",0,1,"Glycolysis"
"48",10,"1.2.1.59",NA,NA,NA,0,1,"Glycolysis"
"49",10,"1.2.1.12","GAPDH","ENSG00000111640","2597",0,1,"Glycolysis"
"50",10,"1.2.1.12","GAPDHS","ENSG00000105679","26330",0,1,"Glycolysis"
"51",10,"1.2.1.59",NA,NA,NA,0,1,"Glycolysis"
"52",11,"2.7.1.11","PFKL","ENSG00000141959","5211",3.00464496854789,0.0422856411395466,"Glycolysis"
"53",11,"2.7.1.11","PFKM","ENSG00000152556","5213",3.00464496854789,0.0422856411395466,"Glycolysis"
"54",11,"2.7.1.11","PFKP","ENSG00000067057","5214",3.00464496854789,0.0422856411395466,"Glycolysis"
"55",12,"5.3.1.9","GPI","ENSG00000105220","2821",-0.485090984802817,0.306819628294274,"Glycolysis"
"56",12,"5.3.1.9","GPI","ENSG00000282019","2821",-0.485090984802817,0.306819628294274,"Glycolysis"
"57",12,"5.3.1.9","GPI","ENSG00000105220","2821",-0.485090984802817,0.306819628294274,"Glycolysis"
"58",12,"5.3.1.9","GPI","ENSG00000282019","2821",-0.485090984802817,0.306819628294274,"Glycolysis"
"59",13,"5.3.1.9","GPI","ENSG00000105220","2821",1.69013023558,0.0422856411395466,"Glycolysis"
"60",13,"5.3.1.9","GPI","ENSG00000282019","2821",1.69013023558,0.0422856411395466,"Glycolysis"
"61",13,"5.3.1.9","GPI","ENSG00000105220","2821",1.69013023558,0.0422856411395466,"Glycolysis"
"62",13,"5.3.1.9","GPI","ENSG00000282019","2821",1.69013023558,0.0422856411395466,"Glycolysis"
"63",14,"3.6.1.7","ACYP1","ENSG00000119640","97",-4.44089209850063e-16,1,"Glycolysis"
"64",14,"3.6.1.7","ACYP2","ENSG00000170634","98",-4.44089209850063e-16,1,"Glycolysis"
"65",15,"2.7.2.3","PGK1","ENSG00000102144","5230",0.66491785035587,0.639612610791184,"Glycolysis"
"66",15,"2.7.2.3","PGK2","ENSG00000170950","5232",0.66491785035587,0.639612610791184,"Glycolysis"
"67",15,"2.7.2.3","PGK1","ENSG00000102144","5230",0.66491785035587,0.639612610791184,"Glycolysis"
"68",15,"2.7.2.3","PGK2","ENSG00000170950","5232",0.66491785035587,0.639612610791184,"Glycolysis"
"69",16,"2.7.2.3","PGK1","ENSG00000102144","5230",0.558903821610595,0.0422856411395466,"Glycolysis"
"70",16,"2.7.2.3","PGK2","ENSG00000170950","5232",0.558903821610595,0.0422856411395466,"Glycolysis"
"71",16,"2.7.2.3","PGK1","ENSG00000102144","5230",0.558903821610595,0.0422856411395466,"Glycolysis"
"72",16,"2.7.2.3","PGK2","ENSG00000170950","5232",0.558903821610595,0.0422856411395466,"Glycolysis"
"73",17,"5.4.2.11",NA,NA,NA,0.0794061970531192,1,"Glycolysis"
"74",17,"5.4.2.11",NA,NA,NA,0.0794061970531192,1,"Glycolysis"
"75",17,"5.4.2.11",NA,NA,NA,0.0794061970531192,1,"Glycolysis"
"76",17,"5.4.2.12",NA,NA,NA,0.0794061970531192,1,"Glycolysis"
"77",17,"5.4.2.11",NA,NA,NA,0.0794061970531192,1,"Glycolysis"
"78",17,"5.4.2.12",NA,NA,NA,0.0794061970531192,1,"Glycolysis"
"79",18,"5.4.2.11",NA,NA,NA,-0.649596882612024,0.65503876469712,"Glycolysis"
"80",18,"5.4.2.11",NA,NA,NA,-0.649596882612024,0.65503876469712,"Glycolysis"
"81",18,"5.4.2.11",NA,NA,NA,-0.649596882612024,0.65503876469712,"Glycolysis"
"82",18,"5.4.2.12",NA,NA,NA,-0.649596882612024,0.65503876469712,"Glycolysis"
"83",18,"5.4.2.11",NA,NA,NA,-0.649596882612024,0.65503876469712,"Glycolysis"
"84",18,"5.4.2.12",NA,NA,NA,-0.649596882612024,0.65503876469712,"Glycolysis"
"85",19,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.17612674901585,1,"Glycolysis"
"86",19,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.17612674901585,1,"Glycolysis"
"87",19,"5.4.2.5",NA,NA,NA,-0.17612674901585,1,"Glycolysis"
"88",19,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.17612674901585,1,"Glycolysis"
"89",19,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.17612674901585,1,"Glycolysis"
"90",19,"5.4.2.5",NA,NA,NA,-0.17612674901585,1,"Glycolysis"
"91",19,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.17612674901585,1,"Glycolysis"
"92",19,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.17612674901585,1,"Glycolysis"
"93",19,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.17612674901585,1,"Glycolysis"
"94",19,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.17612674901585,1,"Glycolysis"
"95",20,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.485090984802817,0.306819628294274,"Glycolysis"
"96",20,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.485090984802817,0.306819628294274,"Glycolysis"
"97",20,"5.4.2.5",NA,NA,NA,-0.485090984802817,0.306819628294274,"Glycolysis"
"98",20,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.485090984802817,0.306819628294274,"Glycolysis"
"99",20,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.485090984802817,0.306819628294274,"Glycolysis"
"100",20,"5.4.2.5",NA,NA,NA,-0.485090984802817,0.306819628294274,"Glycolysis"
"101",20,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.485090984802817,0.306819628294274,"Glycolysis"
"102",20,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.485090984802817,0.306819628294274,"Glycolysis"
"103",20,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.485090984802817,0.306819628294274,"Glycolysis"
"104",20,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.485090984802817,0.306819628294274,"Glycolysis"
"105",21,"2.7.1.40","PKLR","ENSG00000143627","5313",0.558903821610594,0.0422856411395466,"Glycolysis"
"106",21,"2.7.1.40","PKLR","ENSG00000262785","5313",0.558903821610594,0.0422856411395466,"Glycolysis"
"107",21,"2.7.1.40","PKM","ENSG00000067225","5315",0.558903821610594,0.0422856411395466,"Glycolysis"
"108",22,"5.3.1.1","TPI1","ENSG00000111669","7167",0.304655058721653,0.598862882062521,"Glycolysis"
"109",22,"5.3.1.1","TPI1","ENSG00000111669","7167",0.304655058721653,0.598862882062521,"Glycolysis"
"110",23,"5.3.1.1","TPI1","ENSG00000111669","7167",-4.44089209850063e-16,1,"Glycolysis"
"111",23,"5.3.1.1","TPI1","ENSG00000111669","7167",-4.44089209850063e-16,1,"Glycolysis"
"112",24,"1.1.1.27","LDHA","ENSG00000134333","3939",0.851765815054225,0.182671355604584,"Glycolysis"
"113",24,"1.1.1.27","LDHB","ENSG00000111716","3945",0.851765815054225,0.182671355604584,"Glycolysis"
"114",24,"1.1.1.27","LDHC","ENSG00000166796","3948",0.851765815054225,0.182671355604584,"Glycolysis"
"115",24,"1.1.1.27","LDHAL6B","ENSG00000171989","92483",0.851765815054225,0.182671355604584,"Glycolysis"
"116",24,"1.1.1.27","LDHAL6A","ENSG00000166800","160287",0.851765815054225,0.182671355604584,"Glycolysis"
"117",24,"1.1.1.27","LDHA","ENSG00000134333","3939",0.851765815054225,0.182671355604584,"Glycolysis"
"118",24,"1.1.1.27","LDHB","ENSG00000111716","3945",0.851765815054225,0.182671355604584,"Glycolysis"
"119",24,"1.1.1.27","LDHC","ENSG00000166796","3948",0.851765815054225,0.182671355604584,"Glycolysis"
"120",24,"1.1.1.27","LDHAL6B","ENSG00000171989","92483",0.851765815054225,0.182671355604584,"Glycolysis"
"121",24,"1.1.1.27","LDHAL6A","ENSG00000166800","160287",0.851765815054225,0.182671355604584,"Glycolysis"
"122",25,"1.1.1.27","LDHA","ENSG00000134333","3939",0,1,"Glycolysis"
"123",25,"1.1.1.27","LDHB","ENSG00000111716","3945",0,1,"Glycolysis"
"124",25,"1.1.1.27","LDHC","ENSG00000166796","3948",0,1,"Glycolysis"
"125",25,"1.1.1.27","LDHAL6B","ENSG00000171989","92483",0,1,"Glycolysis"
"126",25,"1.1.1.27","LDHAL6A","ENSG00000166800","160287",0,1,"Glycolysis"
"127",25,"1.1.1.27","LDHA","ENSG00000134333","3939",0,1,"Glycolysis"
"128",25,"1.1.1.27","LDHB","ENSG00000111716","3945",0,1,"Glycolysis"
"129",25,"1.1.1.27","LDHC","ENSG00000166796","3948",0,1,"Glycolysis"
"130",25,"1.1.1.27","LDHAL6B","ENSG00000171989","92483",0,1,"Glycolysis"
"131",25,"1.1.1.27","LDHAL6A","ENSG00000166800","160287",0,1,"Glycolysis"
"132",26,"1.1.1.49","G6PD","ENSG00000160211","2539",-0.801932844274088,0.0422856411395466,"Pentose phosphate"
"133",26,"1.1.1.363",NA,NA,NA,-0.801932844274088,0.0422856411395466,"Pentose phosphate"
"134",27,"1.1.1.44","PGD","ENSG00000142657","5226",-0.199243381026132,1,"Pentose phosphate"
"135",27,"1.1.1.351",NA,NA,NA,-0.199243381026132,1,"Pentose phosphate"
"136",27,"1.1.1.44","PGD","ENSG00000142657","5226",-0.199243381026132,1,"Pentose phosphate"
"137",27,"1.1.1.351",NA,NA,NA,-0.199243381026132,1,"Pentose phosphate"
"138",28,"1.1.1.44","PGD","ENSG00000142657","5226",-0.377962265339063,0.639612610791184,"Pentose phosphate"
"139",28,"1.1.1.351",NA,NA,NA,-0.377962265339063,0.639612610791184,"Pentose phosphate"
"140",28,"1.1.1.44","PGD","ENSG00000142657","5226",-0.377962265339063,0.639612610791184,"Pentose phosphate"
"141",28,"1.1.1.351",NA,NA,NA,-0.377962265339063,0.639612610791184,"Pentose phosphate"
"142",29,"3.1.1.31","H6PD","ENSG00000049239","9563",1.77635683940025e-15,1,"Pentose phosphate"
"143",29,"3.1.1.31","PGLS","ENSG00000130313","25796",1.77635683940025e-15,1,"Pentose phosphate"
"144",30,"5.4.2.2","PGM1","ENSG00000079739","5236",-8.88178419700125e-16,1,"Pentose phosphate"
"145",30,"5.4.2.2","PGM2","ENSG00000169299","55276",-8.88178419700125e-16,1,"Pentose phosphate"
"146",30,"5.4.2.2","PGM1","ENSG00000079739","5236",-8.88178419700125e-16,1,"Pentose phosphate"
"147",30,"5.4.2.2","PGM2","ENSG00000169299","55276",-8.88178419700125e-16,1,"Pentose phosphate"
"148",30,"5.4.2.2","PGM1","ENSG00000079739","5236",-8.88178419700125e-16,1,"Pentose phosphate"
"149",30,"5.4.2.2","PGM2","ENSG00000169299","55276",-8.88178419700125e-16,1,"Pentose phosphate"
"150",30,"5.4.2.7",NA,NA,NA,-8.88178419700125e-16,1,"Pentose phosphate"
"151",30,"5.4.2.2","PGM1","ENSG00000079739","5236",-8.88178419700125e-16,1,"Pentose phosphate"
"152",30,"5.4.2.2","PGM2","ENSG00000169299","55276",-8.88178419700125e-16,1,"Pentose phosphate"
"153",30,"5.4.2.7",NA,NA,NA,-8.88178419700125e-16,1,"Pentose phosphate"
"154",31,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"155",31,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"156",31,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"157",31,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"158",31,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"159",31,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"160",31,"5.4.2.7",NA,NA,NA,-0.837080290422848,0.190655152530484,"Pentose phosphate"
"161",31,"5.4.2.2","PGM1","ENSG00000079739","5236",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"162",31,"5.4.2.2","PGM2","ENSG00000169299","55276",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"163",31,"5.4.2.7",NA,NA,NA,-0.837080290422848,0.190655152530484,"Pentose phosphate"
"164",32,"2.7.6.1","PRPS1","ENSG00000147224","5631",0.477434442545041,0.458792156892285,"Pentose phosphate"
"165",32,"2.7.6.1","PRPS2","ENSG00000101911","5634",0.477434442545041,0.458792156892285,"Pentose phosphate"
"166",32,"2.7.6.1","PRPS1L1","ENSG00000229937","221823",0.477434442545041,0.458792156892285,"Pentose phosphate"
"167",32,"2.7.6.1","PRPS1","ENSG00000147224","5631",0.477434442545041,0.458792156892285,"Pentose phosphate"
"168",32,"2.7.6.1","PRPS2","ENSG00000101911","5634",0.477434442545041,0.458792156892285,"Pentose phosphate"
"169",32,"2.7.6.1","PRPS1L1","ENSG00000229937","221823",0.477434442545041,0.458792156892285,"Pentose phosphate"
"170",33,"2.7.6.1","PRPS1","ENSG00000147224","5631",-0.34159023342832,0.816552981603112,"Pentose phosphate"
"171",33,"2.7.6.1","PRPS2","ENSG00000101911","5634",-0.34159023342832,0.816552981603112,"Pentose phosphate"
"172",33,"2.7.6.1","PRPS1L1","ENSG00000229937","221823",-0.34159023342832,0.816552981603112,"Pentose phosphate"
"173",33,"2.7.6.1","PRPS1","ENSG00000147224","5631",-0.34159023342832,0.816552981603112,"Pentose phosphate"
"174",33,"2.7.6.1","PRPS2","ENSG00000101911","5634",-0.34159023342832,0.816552981603112,"Pentose phosphate"
"175",33,"2.7.6.1","PRPS1L1","ENSG00000229937","221823",-0.34159023342832,0.816552981603112,"Pentose phosphate"
"176",34,"5.1.3.1","RPE","ENSG00000197713","6120",-0.377962265339065,0.639612610791184,"Pentose phosphate"
"177",34,"5.1.3.1","RPEL1","ENSG00000235376","729020",-0.377962265339065,0.639612610791184,"Pentose phosphate"
"178",34,"5.1.3.1","RPE","ENSG00000197713","6120",-0.377962265339065,0.639612610791184,"Pentose phosphate"
"179",34,"5.1.3.1","RPEL1","ENSG00000235376","729020",-0.377962265339065,0.639612610791184,"Pentose phosphate"
"180",35,"5.1.3.1","RPE","ENSG00000197713","6120",2.22044604925031e-16,1,"Pentose phosphate"
"181",35,"5.1.3.1","RPEL1","ENSG00000235376","729020",2.22044604925031e-16,1,"Pentose phosphate"
"182",35,"5.1.3.1","RPE","ENSG00000197713","6120",2.22044604925031e-16,1,"Pentose phosphate"
"183",35,"5.1.3.1","RPEL1","ENSG00000235376","729020",2.22044604925031e-16,1,"Pentose phosphate"
"184",36,"5.3.1.6","RPIA","ENSG00000153574","22934",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"185",36,"5.3.1.6","RPIA","ENSG00000153574","22934",-0.837080290422848,0.190655152530484,"Pentose phosphate"
"186",37,"5.3.1.6","RPIA","ENSG00000153574","22934",-0.377962265339065,0.639612610791184,"Pentose phosphate"
"187",37,"5.3.1.6","RPIA","ENSG00000153574","22934",-0.377962265339065,0.639612610791184,"Pentose phosphate"
"188",38,"2.2.1.2","TALDO1","ENSG00000177156","6888",0.0557460191555066,1,"Pentose phosphate"
"189",38,"2.2.1.2","TALDO1","ENSG00000177156","6888",0.0557460191555066,1,"Pentose phosphate"
"190",39,"2.2.1.2","TALDO1","ENSG00000177156","6888",1.69013023557999,0.0422856411395466,"Pentose phosphate"
"191",39,"2.2.1.2","TALDO1","ENSG00000177156","6888",1.69013023557999,0.0422856411395466,"Pentose phosphate"
"192",40,"2.2.1.1","TKT","ENSG00000163931","7086",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"193",40,"2.2.1.1","TKTL1","ENSG00000007350","8277",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"194",40,"2.2.1.1","TKTL2","ENSG00000151005","84076",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"195",40,"2.2.1.1","TKT","ENSG00000163931","7086",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"196",40,"2.2.1.1","TKTL1","ENSG00000007350","8277",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"197",40,"2.2.1.1","TKTL2","ENSG00000151005","84076",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"198",40,"2.2.1.1","TKT","ENSG00000163931","7086",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"199",40,"2.2.1.1","TKTL1","ENSG00000007350","8277",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"200",40,"2.2.1.1","TKTL2","ENSG00000151005","84076",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"201",40,"2.2.1.1","TKT","ENSG00000163931","7086",-0.837080290422845,0.190655152530484,"Pentose phosphate"
"202",40,"2.2.1.1","TKTL1","ENSG00000007350","8277",-0.837080290422845,0.190655152530484,"Pentose phosphate"
